element_id,row_type,parent_id,screen_id,screen,source_path,source_symbol_or_requirement,implementation_status,component_id,variant,states,light_dark_token_roles,layout_id,pattern_id,placement,interaction_contract,accessibility_contract,copy_key,english,romanian,spec_anchor,verification_scenario
C:S25-A08,source_action_group,,S25,Final service record,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:S25-A08,adopted/pending,C24,View retained photograph,Current/superseded/void; PDF absent/generating/failed/missing/ready; correction pending,color.photoMat;color.surface;color.textPrimary;color.textSecondary;color.outlineDecorative;color.selection;color.selectionOutline,L08,P14,"Photo/evidence group of S25; thumbnail opens viewer, labelled intake/selection actions adjacent.","Read-only evidence including unselected private photos; missing file recovery, not fabricated reconstruction.",Use C24 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_s25_a08,View retained photograph,Vezi fotografia păstrată,action-c-s25-a08,"T-C-S25-A08: invoke from S25; test success, cancellation, blocked state and retry against this exact effect."
C:S26-A01,source_action_group,,S26,Correction and void,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:S26-A01,implemented,C23,Edit captured fields/outcomes,Durable draft; saving/saved/not saved; stale revision; schedule blocked; new evidence labelled; committing; failure,color.surface;color.textPrimary;color.textSecondary;color.outlineControl;color.focus;color.errorInk,L06,P06,Named Edit captured fields/outcomes field/selector in S26 content order; error directly below; see individual field ledger.,Correction draft only; original subject links fixed; no new template substitution.,Use C23 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_s26_a01,Edit captured fields/outcomes,Editează datele/rezultatele capturate,action-c-s26-a01,"T-C-S26-A01: invoke from S26; test success, cancellation, blocked state and retry against this exact effect."
C:S26-A02,source_action_group,,S26,Correction and void,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:S26-A02,implemented,C27,Reconcile affected plan,Durable draft; saving/saved/not saved; stale revision; schedule blocked; new evidence labelled; committing; failure,color.surface;color.textPrimary;color.textSecondary;color.warningInk;color.warningContainer;color.errorInk;color.successInk;color.action,L06,P15,Explicit labelled secondary action in the matching S26 section; infrequent management variants in named More menu per screen composition.,Show old effect/current state/later events; confirm permitted correction rather than consume next obligation.,Use C27 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_s26_a02,Reconcile affected plan,Reconciliază planul afectat,action-c-s26-a02,"T-C-S26-A02: invoke from S26; test success, cancellation, blocked state and retry against this exact effect."
C:S26-A03,source_action_group,,S26,Correction and void,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:S26-A03,implemented,C13,Affected follow-up: Keep / Cancel as erroneous / Add required task,Durable draft; saving/saved/not saved; stale revision; schedule blocked; new evidence labelled; committing; failure,color.action;color.onAction;color.outlineControl;color.textPrimary;color.textSecondary;color.focus;color.disabledText,L06,P04,Labelled choice/selection group named Affected follow-up: Keep / Cancel as erroneous / Add required task in S26; option toggles retain group/parent context.,Keep default; reason for cancellation; resolved work not automatically reopened.,Use C13 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_s26_a03,Affected follow-up: Keep / Cancel as erroneous / Add required task,Acțiune afectată: Păstrează / Anulează ca eronată / Adaugă acțiune necesară,action-c-s26-a03,"T-C-S26-A03: invoke from S26; test success, cancellation, blocked state and retry against this exact effect."
C:S26-A04,source_action_group,,S26,Correction and void,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:S26-A04,adopted/pending,C31,Preview proposed report,Durable draft; saving/saved/not saved; stale revision; schedule blocked; new evidence labelled; committing; failure,color.photoMat;color.surface;color.textPrimary;color.textSecondary;color.warningInk;color.errorInk;color.action,L06,P01,Explicit labelled secondary action in the matching S26 section; infrequent management variants in named More menu per screen composition.,DRAFT CORRECTION/VOID NOTICE; no export before commit.,Use C31 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_s26_a04,Preview proposed report,Previzualizează raportul propus,action-c-s26-a04,"T-C-S26-A04: invoke from S26; test success, cancellation, blocked state and retry against this exact effect."
C:S26-A05,source_action_group,,S26,Correction and void,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:S26-A05,implemented,C05,Commit correction / Confirm void,Durable draft; saving/saved/not saved; stale revision; schedule blocked; new evidence labelled; committing; failure,color.action;color.onAction;color.actionPressed;color.surface;color.outlineControl;color.disabledContainer;color.disabledText;color.focus,L06,P01,Primary footer or current review/section commit named Commit correction / Confirm void; conditional variants never shown simultaneously as competing primary actions.,Atomic next revision plus explicit effects; retry returns committed result; old bytes preserved.,Use C05 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_s26_a05,Commit correction / Confirm void,Aplică corecția / Confirmă invalidarea,action-c-s26-a05,"T-C-S26-A05: invoke from S26; test success, cancellation, blocked state and retry against this exact effect."
C:S26-A06,source_action_group,,S26,Correction and void,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:S26-A06,implemented,C07,Leave correction for later,Durable draft; saving/saved/not saved; stale revision; schedule blocked; new evidence labelled; committing; failure,color.action;color.focus;color.disabledText;color.surface,L06,P01,Explicit labelled secondary action in the matching S26 section; infrequent management variants in named More menu per screen composition.,Back leaves durable draft and original active; failed checkpoint uses rescue.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_s26_a06,Leave correction for later,Lasă corecția pentru mai târziu,action-c-s26-a06,"T-C-S26-A06: invoke from S26; test success, cancellation, blocked state and retry against this exact effect."
C:S26-A07,source_action_group,,S26,Correction and void,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:S26-A07,implemented,C06,Discard correction draft,Durable draft; saving/saved/not saved; stale revision; schedule blocked; new evidence labelled; committing; failure,color.destructive;color.onDestructive;color.errorInk;color.errorContainer;color.focus,L06,P10,"Record More → named lifecycle/destructive action; opens explicit review. On dedicated review, named confirmation is footer last.",Only staged correction removed after confirmation; original/history/PDF remain.,Use C06 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_s26_a07,Discard correction draft,Renunță la ciorna corecției,action-c-s26-a07,"T-C-S26-A07: invoke from S26; test success, cancellation, blocked state and retry against this exact effect."
C:S27-A01,source_action_group,,S27,Follow-up,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:S27-A01,implemented,C07,Edit/reschedule,Open/resolved/cancelled; overdue/upcoming; archived context; originating immutable link; failure,color.action;color.focus;color.disabledText;color.surface,L04,P01,Explicit labelled secondary action in the matching S27 section; infrequent management variants in named More menu per screen composition.,Open task only; changed due date needs reason; plan date unchanged.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_s27_a01,Edit/reschedule,Editează/reprogramează,action-c-s27-a01,"T-C-S27-A01: invoke from S27; test success, cancellation, blocked state and retry against this exact effect."
C:S27-A02,source_action_group,,S27,Follow-up,docs/product/ServiceLoop_Conceptual_App_Map_v0_1.md,C:S27-A02,adopted/pending,C07,Contact / Open map / Record contact,Open/resolved/cancelled; overdue/upcoming; archived context; originating immutable link; failure,color.action;color.focus;color.disabledText;color.surface,L04,P01,Explicit labelled secondary action in the matching S27 section; infrequent management variants in named More menu per screen composition.,External action is not resolution; user records actual result.,Use C07 role/name/state contract; include current record identity where repeated; preserve logical focus and explicit keyboard action.,action_c_s27_a02,Contact / Open map / Record contact,Contactează / Deschide harta / Înregistrează contactarea,action-c-s27-a02,"T-C-S27-A02: invoke from S27; test success, cancellation, blocked state and retry against this exact effect."
